title,studio,domestic_gross,foreign_gross,year,total_gross
Everybody Wants Some!!,Par.,3400000.0,0.0,2016,3400000.0
Maggie's Plan,SPC,3400000.0,0.0,2016,3400000.0
The Program (2016),EOne,13100.0,3300000.0,2016,3313100.0
Green Room,A24,3200000.0,0.0,2016,3200000.0
The Eagle Huntress,SPC,3200000.0,0.0,2016,3200000.0
Compadres,PNT,3100000.0,0.0,2016,3100000.0
Desierto,STX,2000000.0,1000000.0,2016,3000000.0
Anthropoid,BST,3000000.0,0.0,2016,3000000.0
Hillsong - Let Hope Rise,PFR,2400000.0,255000.0,2016,2655000.0
El Jeremias,SPC,650000.0,1900000.0,2016,2550000.0
The Disappointments Room,Rela.,2400000.0,0.0,2016,2400000.0
Dear Zindagi,Relbig.,2400000.0,0.0,2016,2400000.0
Elle,SPC,2300000.0,0.0,2016,2300000.0
Paterson,BST,2200000.0,0.0,2016,2200000.0
Equals,A24,33300.0,2100000.0,2016,2133300.0
I'm Not Ashamed,PFR,2100000.0,0.0,2016,2100000.0
The Dressmaker,BG,2000000.0,0.0,2016,2000000.0
The Handmaiden,Magn.,2000000.0,0.0,2016,2000000.0
Demolition,Fox,2000000.0,0.0,2016,2000000.0
American Honey,A24,663000.0,1200000.0,2016,1863000.0
Busco Novio Para Mi Mujer,PNT,1700000.0,0.0,2016,1700000.0
A Perfect Day,IFC,14000.0,1700000.0,2016,1714000.0
Weiner,IFC,1700000.0,0.0,2016,1700000.0
Rustom,Zee,1100000.0,571000.0,2016,1671000.0
I Saw the Light,SPC,1600000.0,0.0,2016,1600000.0
Jane Got a Gun,Wein.,1500000.0,0.0,2016,1500000.0
Toni Erdmann,SPC,1500000.0,0.0,2016,1500000.0
The Neon Demon,BG,1300000.0,0.0,2016,1300000.0
Embrace of the Serpent,Osci.,1300000.0,0.0,2016,1300000.0
Housefull 3,Eros,1300000.0,0.0,2016,1300000.0
Mohenjo Daro,UTV,1300000.0,0.0,2016,1300000.0
Lazer Team,Ampl.,1200000.0,0.0,2016,1200000.0
The Music of Strangers,Orch.,1200000.0,0.0,2016,1200000.0
Dough,Men.,1100000.0,0.0,2016,1100000.0
Ma ma,Osci.,47300.0,1100000.0,2016,1147300.0
Wazir,Relbig.,1100000.0,0.0,2016,1100000.0
Papa: Hemingway in Cuba,YFG,1100000.0,0.0,2016,1100000.0
Certain Women,IFC,1100000.0,0.0,2016,1100000.0
The Innocents,MBox,1100000.0,0.0,2016,1100000.0
Elvis & Nixon,BST,1100000.0,0.0,2016,1100000.0
Operation Chromite,CJ,1000000.0,0.0,2016,1000000.0
Baar Baar Dekho,Eros,982000.0,0.0,2016,982000.0
Dark Horse (2016),SPC,941000.0,0.0,2016,941000.0
Neruda,Orch.,939000.0,0.0,2016,939000.0
Gentleman,Gaatri,898000.0,0.0,2016,898000.0
Ki & Ka,Eros,858000.0,0.0,2016,858000.0
Dishoom,Eros,813000.0,0.0,2016,813000.0
The Wailing (Goksung),WGUSA,787000.0,0.0,2016,787000.0
Chongqing Hot Pot,CL,780000.0,0.0,2016,780000.0
The Polar Express (2016 re-issue),WB,765000.0,0.0,2016,765000.0
Little Men (2016),Magn.,703000.0,0.0,2016,703000.0
Chaar Sahibzaade: Rise of Band Singh Bahadur,Eros,701000.0,0.0,2016,701000.0
Born to be Blue (US Release),IFC,678000.0,0.0,2016,678000.0
City of Gold,IFC,641000.0,0.0,2016,641000.0
Remember (US Release),A24,638000.0,0.0,2016,638000.0
Embrace: The Documentary,Gathr,629000.0,0.0,2016,629000.0
Tickled,Magn.,614000.0,0.0,2016,614000.0
"Lo and Behold, Reveries of the Connected World",Magn.,595000.0,0.0,2016,595000.0
A Tale of Love and Darkness,FCW,572000.0,0.0,2016,572000.0
Tunnel,WGUSA,569000.0,0.0,2016,569000.0
Knight of Cups,BG,566000.0,0.0,2016,566000.0
Harry & Snowman,FR,561000.0,0.0,2016,561000.0
Viral,W/Dim.,0.0,552000.0,2016,552000.0
American Pastoral,LGF,544000.0,0.0,2016,544000.0
The Age of Shadows,CJ,542000.0,0.0,2016,542000.0
Fitoor,UTV,529000.0,0.0,2016,529000.0
The First Monday in May,Magn.,527000.0,0.0,2016,527000.0
Marguerite,Cohen,497000.0,0.0,2016,497000.0
The Boy and the Beast,FUN,491000.0,0.0,2016,491000.0
Wiener-Dog,IFC,477000.0,0.0,2016,477000.0
Our Little Sister,SPC,468000.0,0.0,2016,468000.0
Only Yesterday (2016 re-release),GK,453000.0,0.0,2016,453000.0
Baaghi,UTV,438000.0,0.0,2016,438000.0
Land of Mine,SPC,435000.0,0.0,2016,435000.0
Things To Come,IFC,388000.0,0.0,2016,388000.0
The Lobster (Canada Release),Mon,377000.0,0.0,2016,377000.0
Mr. Donkey,CL,356000.0,0.0,2016,356000.0
Happy Bhaag Jayegi,Eros,352000.0,0.0,2016,352000.0
High-Rise,Magn.,346000.0,0.0,2016,346000.0
Te3n,Rel.,332000.0,0.0,2016,332000.0
Francofonia,MBox,307000.0,0.0,2016,307000.0
Mia Madre,MBox,303000.0,0.0,2016,303000.0
April and the Extraordinary World,GK,295000.0,0.0,2016,295000.0
Ixcanul,KL,295000.0,0.0,2016,295000.0
The People vs. Fritz Bauer,Cohen,288000.0,0.0,2016,288000.0
Aquarius,Vita.,286000.0,0.0,2016,286000.0
Kingsglaive: Final Fantasy: XV,VE,270000.0,0.0,2016,270000.0
My Golden Days,Magn.,269000.0,0.0,2016,269000.0
The Family Fang,SM,263000.0,0.0,2016,263000.0
Dheepan,IFC,262000.0,0.0,2016,262000.0
"Life, Animated",Orch.,255000.0,0.0,2016,255000.0
Oasis: Supersonic,A24,243000.0,0.0,2016,243000.0
The Invitation,Drft.,232000.0,0.0,2016,232000.0
Miss Hokusai,GK,223000.0,0.0,2016,223000.0
Kaptaan,UTV,204000.0,0.0,2016,204000.0
League of Gods,SPC,182000.0,0.0,2016,182000.0
Viva,Magn.,178000.0,0.0,2016,178000.0
The Wave,Magn.,177000.0,0.0,2016,177000.0
Asura: The City of Madness,CJ,176000.0,0.0,2016,176000.0
Louder than Bombs,Orch.,164000.0,0.0,2016,164000.0
Howards End (2016 Restoration),Cohen,160000.0,0.0,2016,160000.0
Sunset Song,Magn.,160000.0,0.0,2016,160000.0
Born to be Blue,EOne,152000.0,0.0,2016,152000.0
Seasons,MBox,150000.0,0.0,2016,150000.0
Rams (Hrútar),Cohen,149000.0,0.0,2016,149000.0
Tumbledown,SM,135000.0,0.0,2016,135000.0
The Brand New Testament,MBox,128000.0,0.0,2016,128000.0
Spirits' Homecoming,PM&E,126000.0,0.0,2016,126000.0
Sweet Bean,KL,125000.0,0.0,2016,125000.0
A War,Magn.,123000.0,0.0,2016,123000.0
Fire at Sea,KL,121000.0,0.0,2016,121000.0
Hockney,FM,121000.0,0.0,2016,121000.0
Three,WGUSA,120000.0,0.0,2016,120000.0
Tale of Tales,IFC,119000.0,0.0,2016,119000.0
The Measure of a Man,KL,112000.0,0.0,2016,112000.0
Aferim!,BWP,108000.0,0.0,2016,108000.0
Until Forever (Por Siempre),CZ,105000.0,0.0,2016,105000.0
Under the Sun (2016),Icar.,105000.0,0.0,2016,105000.0
Our Last Tango,Strand,100000.0,0.0,2016,100000.0
Rock On 2,Eros,98900.0,0.0,2016,98900.0
Seondal: The Man Who Sells the River,CJ,97500.0,0.0,2016,97500.0
So Young 2: Never Gone,CL,96400.0,0.0,2016,96400.0
"New York, New York (2016)",CL,92400.0,0.0,2016,92400.0
Fireworks Wednesday,Ghop,90500.0,0.0,2016,90500.0
No One's Life Is Easy: So I Married an Anti-Fan,CL,89300.0,0.0,2016,89300.0
"My Love, Don't Cross that River",FM,88000.0,0.0,2016,88000.0
Author: The JT LeRoy Story,Magn.,86000.0,0.0,2016,86000.0
Mountains May Depart,KL,82900.0,0.0,2016,82900.0
Cock and Bull,CL,82800.0,0.0,2016,82800.0
A Street Cat Named Bob,Cleopatra,82700.0,0.0,2016,82700.0
Les cowboys,Cohen,80800.0,0.0,2016,80800.0
Saala Khadoos,UTV,76900.0,0.0,2016,76900.0
The Monster (2016),A24,12500.0,62200.0,2016,74700.0
Dancer,IFC,71900.0,0.0,2016,71900.0
Sweet 20,CJ,71800.0,0.0,2016,71800.0
The Dark Horse,BG,67500.0,0.0,2016,67500.0
Phantom Detective,CJ,67100.0,0.0,2016,67100.0
Ran (2016 re-issue),Rialto,66100.0,0.0,2016,66100.0
Microbe & Gasoline,Scre.,63800.0,0.0,2016,63800.0
Time Renegades,CJ,59400.0,0.0,2016,59400.0
Vanishing Time: A Boy Who Returned,Dreamwest,57800.0,0.0,2016,57800.0
DONGJU: The Portrait of a Poet,CJ,56600.0,0.0,2016,56600.0
L'attesa,Osci.,55800.0,0.0,2016,55800.0
The Lovers and the Despot,Magn.,55500.0,0.0,2016,55500.0
Clown,W/Dim.,55000.0,0.0,2016,55000.0
Diary of a Chambermaid,Cohen,54200.0,0.0,2016,54200.0
High Strung (2016),Pala.,53400.0,0.0,2016,53400.0
The Club,MBox,52800.0,0.0,2016,52800.0
Being 17,Strand,52700.0,0.0,2016,52700.0
The Last Man on the Moon,Grav.,52500.0,0.0,2016,52500.0
My Annoying Brother,CJ,52000.0,0.0,2016,52000.0
Cemetery of Splendor,Strand,52000.0,0.0,2016,52000.0
Disorder,IFC,51900.0,0.0,2016,51900.0
Like for Likes,CJ,50800.0,0.0,2016,50800.0
In the Shadow of Women,Distrib.,50300.0,0.0,2016,50300.0
In Order of Disappearance,Magn.,50300.0,0.0,2016,50300.0
The Treasure,SDS,50200.0,0.0,2016,50200.0
Fatima,KL,50100.0,0.0,2016,50100.0
We Are X,Drft.,45300.0,0.0,2016,45300.0
A Melody to Remember,CJ,44300.0,0.0,2016,44300.0
Phantom of the Theatre,WGUSA,44000.0,0.0,2016,44000.0
Mastizaade,Eros,43400.0,0.0,2016,43400.0
Closet Monster,Strand,42200.0,0.0,2016,42200.0
Troublemakers: The Story of Land Art,FRun,29500.0,9100.0,2016,38600.0
Come What May,Cohen,37800.0,0.0,2016,37800.0
Until Forever,Linn,35800.0,0.0,2016,35800.0
Summertime (2016),Strand,35300.0,0.0,2016,35300.0
Songs My Brothers Taught Me,KL,34800.0,0.0,2016,34800.0
Mr. Right,FCW,34700.0,0.0,2016,34700.0
Phantom Boy,GK,34400.0,0.0,2016,34400.0
Sweet Sixteen (Xia You Qiao Mu),CL,34300.0,0.0,2016,34300.0
Eisenstein in Guanajuato,Strand,34300.0,0.0,2016,34300.0
Last Cab to Darwin,FRun,34200.0,0.0,2016,34200.0
The Map Against the World,CJ,34000.0,0.0,2016,34000.0
Kaili Blues,Ghop,32200.0,0.0,2016,32200.0
Anesthesia,IFC,32200.0,0.0,2016,32200.0
"Rio, I Love You",Scre.,32000.0,0.0,2016,32000.0
As I Open My Eyes,KL,31000.0,0.0,2016,31000.0
The Son of Joseph,KL,30600.0,0.0,2016,30600.0
From Afar,Strand,30200.0,0.0,2016,30200.0
For a Few Bullets,CL,30100.0,0.0,2016,30100.0
The Last Princess,CJ,29300.0,0.0,2016,29300.0
Valley of Love,Strand,28600.0,0.0,2016,28600.0
Blackway,Electric,27100.0,0.0,2016,27100.0
Neon Bull,KL,26700.0,0.0,2016,26700.0
Papa (Luo shan ji dao dan ji hua),Jampa,26700.0,0.0,2016,26700.0
Standing Tall (La tete haute),Cohen,26100.0,0.0,2016,26100.0
Chevalier,Strand,25700.0,0.0,2016,25700.0
The New Year's Eve of Old Lee,CL,25400.0,0.0,2016,25400.0
Cosmos,KL,25300.0,0.0,2016,25300.0
A Monster with a Thousand Heads,MBox,24900.0,0.0,2016,24900.0
Evolution,IFC,24800.0,0.0,2016,24800.0
"Right Now, Wrong Then",Ghop,24500.0,0.0,2016,24500.0
Lolo,FR,24100.0,0.0,2016,24100.0
Sanam Teri Kasam,Eros,22100.0,0.0,2016,22100.0
Term Life,FCW,21300.0,0.0,2016,21300.0
The Sea of Trees,A24,20400.0,0.0,2016,20400.0
Wildflower (Secretos del Alma),CZ,18100.0,0.0,2016,18100.0
Colonia,Scre.,15700.0,0.0,2016,15700.0
Argentina,FRun,14900.0,0.0,2016,14900.0
Remember You,CJ,14800.0,0.0,2016,14800.0
Adderall Diaries,A24,13200.0,0.0,2016,13200.0
Neither Heaven Nor Earth,FM,12800.0,0.0,2016,12800.0
The Ones Below,Magn.,12500.0,0.0,2016,12500.0
"Kiki, Love to Love",Strand,12500.0,0.0,2016,12500.0
Don't Call Me Son,Zeit.,11700.0,0.0,2016,11700.0
Jeruzalem,EpicPics,11300.0,0.0,2016,11300.0
Serial Killer 1,KL,10300.0,0.0,2016,10300.0
Chronic,MR,9000.0,0.0,2016,9000.0
Magnus,FR,8900.0,0.0,2016,8900.0
The Last King,Magn.,8900.0,0.0,2016,8900.0
Mojave,A24,8300.0,0.0,2016,8300.0
The Other Side,FM,8100.0,0.0,2016,8100.0
The President,Crnth,7600.0,0.0,2016,7600.0
They Will Have to Kill Us First,BBC,7500.0,0.0,2016,7500.0
The Carer,Crnth,6200.0,0.0,2016,6200.0
Klown Forever,Drft.,5700.0,0.0,2016,5700.0
Search Party,FCW,4600.0,0.0,2016,4600.0
In Harmony,Distrib.,3100.0,0.0,2016,3100.0
In Her Name (Au nom de ma fille),Distrib.,1600.0,0.0,2016,1600.0
Next Time I'll Aim for the Heart,Distrib.,800.0,0.0,2016,800.0
The Student and Mr. Henri,Distrib.,800.0,0.0,2016,800.0
Down By Love,Distrib.,700.0,0.0,2016,700.0
News From Planet Mars,KL,300.0,0.0,2016,300.0
Satanic,Magn.,300.0,0.0,2016,300.0
Star Wars: The Last Jedi,BV,620200000.0,712400000.0,2017,1332600000.0
Beauty and the Beast (2017),BV,504000000.0,759500000.0,2017,1263500000.0
The Fate of the Furious,Uni.,226000000.0,1010.0,2017,226001010.0
Despicable Me 3,Uni.,264600000.0,770200000.0,2017,1034800000.0
Jumanji: Welcome to the Jungle,SPC,404500000.0,557600000.0,2017,962100000.0
Spider-Man: Homecoming,SPC,334200000.0,546000000.0,2017,880200000.0
Wolf Warrior 2,HC,2700000.0,867600000.0,2017,870300000.0
Guardians of the Galaxy Vol. 2,BV,389800000.0,473900000.0,2017,863700000.0
Thor: Ragnarok,BV,315100000.0,538900000.0,2017,854000000.0
Wonder Woman,WB,412600000.0,409300000.0,2017,821900000.0
Coco,BV,209700000.0,597400000.0,2017,807100000.0
Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000.0,2017,794900000.0
It,WB,327500000.0,372900000.0,2017,700400000.0
Justice League,WB,229000000.0,428900000.0,2017,657900000.0
Logan (2017),Fox,226300000.0,392700000.0,2017,619000000.0
Transformers: The Last Knight,Par.,130199999.0,475300000.0,2017,605499999.0
Kong: Skull Island,WB,168100000.0,398600000.0,2017,566700000.0
The Boss Baby,Fox,175000000.0,353000000.0,2017,528000000.0
Dunkirk,WB,188000000.0,337200000.0,2017,525200000.0
War for the Planet of the Apes,Fox,146900000.0,343800000.0,2017,490700000.0
The Greatest Showman,Fox,174300000.0,260700000.0,2017,435000000.0
Kingsman: The Golden Circle,Fox,100200000.0,310700000.0,2017,410900000.0
The Mummy (2017),Uni.,80200000.0,329000000.0,2017,409200000.0
Cars 3,BV,152900000.0,231000000.0,2017,383900000.0
Fifty Shades Darker,Uni.,114600000.0,267000000.0,2017,381600000.0
Your Name.,FUN,5000000.0,353000000.0,2017,358000000.0
Murder on the Orient Express (2017),Fox,102800000.0,250000000.0,2017,352800000.0
xXx: The Return of Xander Cage,Par.,44900000.0,301200000.0,2017,346100000.0
The Great Wall,Uni.,45500000.0,289400000.0,2017,334900000.0
Resident Evil: The Final Chapter,SGem,26800000.0,285400000.0,2017,312200000.0
The LEGO Batman Movie,WB,175800000.0,136200000.0,2017,312000000.0
Annabelle: Creation,WB,102100000.0,204400000.0,2017,306500000.0
Wonder,LGF,132400000.0,173500000.0,2017,305900000.0
Ferdinand,Fox,84400000.0,211700000.0,2017,296100000.0
Split,Uni.,138300000.0,140200000.0,2017,278500000.0
Blade Runner 2049,WB,92100000.0,167200000.0,2017,259300000.0
Get Out,Uni.,176000000.0,79400000.0,2017,255400000.0
Kung Fu Yoga,WGUSA,363000.0,253800000.0,2017,254163000.0
Baahubali 2: The Conclusion,GrtIndia,20200000.0,234000000.0,2017,254200000.0
Journey to the West: The Demons Strike Back,SPC,880000.0,245700000.0,2017,246580000.0
Alien: Covenant,Fox,74300000.0,166600000.0,2017,240900000.0
Baby Driver,TriS,107800000.0,119100000.0,2017,226900000.0
Valerian and the City of a Thousand Planets,STX,41200000.0,184700000.0,2017,225900000.0
Geostorm,WB,33700000.0,187900000.0,2017,221600000.0
The Emoji Movie,SPC,86100000.0,131699999.0,2017,217799999.0
A Dog's Purpose,Uni.,64500000.0,140500000.0,2017,205000000.0
Smurfs: The Lost Village,SPC,45000000.0,152200000.0,2017,197200000.0
The Shape of Water,Fox,63900000.0,131400000.0,2017,195300000.0
Pitch Perfect 3,Uni.,104900000.0,80500000.0,2017,185400000.0
Daddy's Home 2,Par.,104000000.0,76600000.0,2017,180600000.0
The Post,Fox,81900000.0,97900000.0,2017,179800000.0
Baywatch,Par.,58100000.0,119800000.0,2017,177900000.0
The Hitman's Bodyguard,LGF,75500000.0,101100000.0,2017,176600000.0
John Wick: Chapter Two,LGF,92000000.0,79500000.0,2017,171500000.0
Ghost in the Shell (2017),Par.,40600000.0,129199999.0,2017,169799999.0
"Three Billboards Outside Ebbing, Missouri",Fox,54500000.0,104700000.0,2017,159200000.0
Duckweed,CL,472000.0,150600000.0,2017,151072000.0
Darkest Hour,Focus,56500000.0,94400000.0,2017,150900000.0
King Arthur: Legend of the Sword,WB,39200000.0,109500000.0,2017,148700000.0
The Foreigner,STX,34400000.0,111000000.0,2017,145400000.0
Power Rangers (2017),LGF,85400000.0,57000000.0,2017,142400000.0
Girls Trip,Uni.,115200000.0,25400000.0,2017,140600000.0
American Made,Uni.,51300000.0,83500000.0,2017,134800000.0
A Bad Moms Christmas,STX,72100000.0,58400000.0,2017,130500000.0
Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000.0,2017,125500000.0
Happy Death Day,Uni.,55700000.0,69800000.0,2017,125500000.0
The LEGO Ninjago Movie,WB,59300000.0,63800000.0,2017,123100000.0
Secret Superstar,Zee,0.0,122000000.0,2017,122000000.0
The Dark Tower,SPC,50700000.0,62500000.0,2017,113200000.0
Buddies in India,CL,293000.0,109300000.0,2017,109593000.0
Leap!,Wein.,21900000.0,81400000.0,2017,103300000.0
Jigsaw,LGF,38100000.0,64900000.0,2017,103000000.0
Railroad Tigers,WGUSA,218000.0,102000000.0,2017,102218000.0
Life (2017),SPC,30200000.0,70300000.0,2017,100500000.0
Atomic Blonde,Focus,51700000.0,48300000.0,2017,100000000.0
The Shack,LGF,57400000.0,39600000.0,2017,97000000.0
Some Like It Hot (Qing Shung),CL,100000.0,95600000.0,2017,95700000.0
Tiger Zinda Hai,Yash,5600000.0,81800000.0,2017,87400000.0
Going in Style (2017),WB,45000000.0,39900000.0,2017,84900000.0
Rings,Par.,27800000.0,55300000.0,2017,83100000.0
A Taxi Driver,WGUSA,1500000.0,80100000.0,2017,81600000.0
Underworld: Blood Wars,SGem,30400000.0,50700000.0,2017,81100000.0
Lady Bird,A24,49000000.0,30000000.0,2017,79000000.0
American Assassin,LGF,36200000.0,31000000.0,2017,67200000.0
One Piece Film: Gold,FUN,424000.0,65800000.0,2017,66224000.0
Victoria and Abdul,Focus,22200000.0,43200000.0,2017,65400000.0
The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000.0,2017,65200000.0
Monster Trucks,Par.,33400000.0,31100000.0,2017,64500000.0
The Mountain Between Us,Fox,30300000.0,32500000.0,2017,62800000.0
The Star,SPC,40900000.0,22000000.0,2017,62900000.0
How to be a Latin Lover,PNT,32100000.0,29700000.0,2017,61800000.0
"Everything, Everything",WB,34100000.0,27500000.0,2017,61600000.0
Snatched,Fox,45900000.0,15000000.0,2017,60900000.0
My Little Pony: The Movie,LGF,21900000.0,38400000.0,2017,60300000.0
Molly's Game,STX,28800000.0,30500000.0,2017,59300000.0
All the Money in the World,TriS,25100000.0,31900000.0,2017,57000000.0
The Big Sick,LGF,42900000.0,13500000.0,2017,56400000.0
Confidential Assignment,CJ,476000.0,55500000.0,2017,55976000.0
Downsizing,Par.,24400000.0,30600000.0,2017,55000000.0
"I, Tonya",Neon,30000000.0,23900000.0,2017,53900000.0
Logan Lucky,BST,27800000.0,20700000.0,2017,48500000.0
Tyler Perry's Boo 2! A Madea Halloween,LGF,47300000.0,1000000.0,2017,48300000.0
Phantom Thread,Focus,21200000.0,26600000.0,2017,47800000.0
Rough Night,SPC,22100000.0,25200000.0,2017,47300000.0
The Battleship Island,CJ,1100000.0,45000000.0,2017,46100000.0
Flatliners (2017),SPC,16900000.0,28300000.0,2017,45200000.0
All Eyez on Me,LGF,44900000.0,0.0,2017,44900000.0
mother!,Par.,17800000.0,26700000.0,2017,44500000.0
47 Meters Down,ENTMP,44300000.0,0.0,2017,44300000.0
The Snowman,Uni.,6700000.0,36400000.0,2017,43100000.0
Gifted,Fox,24800000.0,18200000.0,2017,43000000.0
Loving Vincent,Good Deed,6700000.0,35500000.0,2017,42200000.0
Call Me by Your Name,SPC,18100000.0,23800000.0,2017,41900000.0
T2: Trainspotting,TriS,2400000.0,39300000.0,2017,41700000.0
Fist Fight,WB,32200000.0,8900000.0,2017,41100000.0
Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000.0,2017,40100000.0
The House,WB,25600000.0,8600000.0,2017,34200000.0
Tad the Lost Explorer and the Secret of King Midas,ParC,5900.0,34200000.0,2017,34205900.0
Wind River,Wein.,33800000.0,0.0,2017,33800000.0
Sleepless,ORF,20800000.0,12100000.0,2017,32900000.0
Kidnap (2017),Aviron,31000000.0,0.0,2017,31000000.0
The Disaster Artist,A24,21100000.0,8700000.0,2017,29800000.0
Hostiles,ENTMP,29800000.0,0.0,2017,29800000.0
The Beguiled (2017),Focus,10700000.0,16700000.0,2017,27400000.0
Home Again,ORF,27000000.0,0.0,2017,27000000.0
Judwaa 2,FIP,1400000.0,25500000.0,2017,26900000.0
CHiPs,WB,18600000.0,8199999.0,2017,26799999.0
The Bye Bye Man,STX,22400000.0,4300000.0,2017,26700000.0
A Cure for Wellness,Fox,8100000.0,18500000.0,2017,26600000.0
The Zookeeper's Wife,Focus,17600000.0,8600000.0,2017,26200000.0
Only The Brave,SPC,18300000.0,7400000.0,2017,25700000.0
Father Figures,WB,17500000.0,8100000.0,2017,25600000.0
Badrinath Ki Dulhania,FIP,2000000.0,23200000.0,2017,25200000.0
Born in China,BV,13900000.0,11200000.0,2017,25100000.0
The Founder,Wein.,12800000.0,11300000.0,2017,24100000.0
Jolly Llb 2,FIP,1700000.0,21300000.0,2017,23000000.0
The Glass Castle,LGF,17300000.0,4600000.0,2017,21900000.0
Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000.0,19200000.0,2017,20700000.0
The Circle (2017),STX,20500000.0,0.0,2017,20500000.0
It Comes At Night,A24,14000000.0,5300000.0,2017,19300000.0
The Lost City of Z,BST,8600000.0,10700000.0,2017,19300000.0
Unforgettable (2017),WB,11400000.0,6400000.0,2017,17800000.0
The Case for Christ,PFR,14700000.0,3000000.0,2017,17700000.0
Detroit,Annapurna,16800000.0,0.0,2017,16800000.0
Wonder Wheel,Amazon,1400000.0,14500000.0,2017,15900000.0
Gold,Wein.,7200000.0,7700000.0,2017,14900000.0
The Space Between Us,STX,7900000.0,6900000.0,2017,14800000.0
Wish Upon,BG,14300000.0,0.0,2017,14300000.0
A United Kingdom,Fox,3900000.0,9900000.0,2017,13800000.0
"Roman J. Israel, Esq.",SPC,12000000.0,1100000.0,2017,13100000.0
Mubarakan,SPC,759000.0,12100000.0,2017,12859000.0
Battle of the Sexes,Fox,12600000.0,0.0,2017,12600000.0
The Promise (2017),ORF,8199999.0,4200000.0,2017,12399999.0
Before I Fall,ORF,12200000.0,0.0,2017,12200000.0
Earth: One Amazing Day,BBC,81300.0,11600000.0,2017,11681300.0
Thank You for Your Service (2017),Uni.,9500000.0,0.0,2017,9500000.0
Rock Dog,LGF,9400000.0,0.0,2017,9400000.0
My Cousin Rachel,Fox,2700000.0,6500000.0,2017,9200000.0
Truman,FR,211000.0,8800000.0,2017,9011000.0
Stronger,RAtt.,4200000.0,4200000.0,2017,8400000.0
Tulip Fever,Wein.,2500000.0,5900000.0,2017,8400000.0
Viceroy's House,IFC,1100000.0,6700000.0,2017,7800000.0
Amityville: The Awakening,W/Dim.,700.0,7700000.0,2017,7700700.0
Just Getting Started,BG,6100000.0,1600000.0,2017,7700000.0
Beatriz At Dinner,RAtt.,7100000.0,310000.0,2017,7410000.0
I am Not Your Negro,Magn.,7100000.0,0.0,2017,7100000.0
The Red Turtle,SPC,922000.0,5700000.0,2017,6622000.0
From the Land of the Moon,IFC,47700.0,6500000.0,2017,6547700.0
Maudie,SPC,6200000.0,0.0,2017,6200000.0
All Saints,Affirm,5800000.0,140000.0,2017,5940000.0
The Florida Project,A24,5900000.0,0.0,2017,5900000.0
Suburbicon,Par.,5800000.0,0.0,2017,5800000.0
The Man Who Invented Christmas,BST,5700000.0,0.0,2017,5700000.0
Paris Can Wait,SPC,5600000.0,0.0,2017,5600000.0
Phillauri,FIP,468000.0,5000000.0,2017,5468000.0
Ok Jaanu,FIP,356000.0,5000000.0,2017,5356000.0
An Inconvenient Sequel: Truth to Power,Par.,3500000.0,1900000.0,2017,5400000.0
Table 19,Fox,3600000.0,1400000.0,2017,5000000.0
Collide,ORF,2300000.0,2500000.0,2017,4800000.0
The Wall,RAtt.,1800000.0,2700000.0,2017,4500000.0
Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000.0,2017,4369000.0
Terminator 2: Judgment Day 3D,Distrib.,1000000.0,2900000.0,2017,3900000.0
Brad's Status,Annapurna,2100000.0,1700000.0,2017,3800000.0
Friend Request,ENTMP,3800000.0,0.0,2017,3800000.0
Their Finest,STX,3600000.0,0.0,2017,3600000.0
Wonderstruck,RAtt.,1100000.0,2200000.0,2017,3300000.0
The Leisure Seeker,SPC,3200000.0,0.0,2017,3200000.0
Raw (2017),FCW,515000.0,2600000.0,2017,3115000.0
Colossal,Neon,3000000.0,0.0,2017,3000000.0
A Gentleman,FIP,410000.0,2500000.0,2017,2910000.0
Inhumans,Imax,1500000.0,1300000.0,2017,2800000.0
Kedi,Osci.,2800000.0,0.0,2017,2800000.0
The Only Living Boy in New York,RAtt.,624000.0,1900000.0,2017,2524000.0
Hazlo Como Hombre (Do It Like An Hombre),PNT,2500000.0,0.0,2017,2500000.0
Poster Boys,SPC,97000.0,2400000.0,2017,2497000.0
The Salesman,Cohen,2400000.0,0.0,2017,2400000.0
Pokemon the Movie: I Choose You!,Fathom,2400000.0,0.0,2017,2400000.0
Jeepers Creepers 3,Scre.,2300000.0,0.0,2017,2300000.0
Un Padre No Tan Padre,PNT,2200000.0,0.0,2017,2200000.0
Good Time,A24,2000000.0,0.0,2017,2000000.0
Everybody Loves Somebody,PNT,1900000.0,0.0,2017,1900000.0
Along with the Gods: The Two Worlds,WGUSA,1900000.0,0.0,2017,1900000.0
Youth (2017),CL,1900000.0,0.0,2017,1900000.0
Last Flag Flying,LGF,965000.0,904000.0,2017,1869000.0
A Quiet Passion,MBox,1900000.0,0.0,2017,1900000.0
Free Fire,A24,1800000.0,0.0,2017,1800000.0
The Last Word,BST,1800000.0,0.0,2017,1800000.0
Human Flow,Magn.,528000.0,1300000.0,2017,1828000.0
Jane (2017),Abr.,1700000.0,0.0,2017,1700000.0
A Ghost Story,A24,1600000.0,0.0,2017,1600000.0
